MovieID,genres,movie_title,imdb_score
2454,Action.Sci-Fi,Megaforce ,3.5
2455,Drama,Hamlet ,7.8
2456,Biography.Drama.Music.Romance,Mao's Last Dancer ,7.4
2457,Adventure.Drama.Sci-Fi.Thriller,Midnight Special ,6.7
2458,Comedy.Romance,Anything Else ,6.4
2459,Biography.Drama.Romance.War,The Railway Man ,7.1
2460,Drama.Mystery,Unforgettable             ,6.7
2461,Drama.Mystery,The White Ribbon ,7.8
2462,Horror,Restoration ,4
2463,Action.Horror.Romance.Sci-Fi.Thriller,The Wraith ,5.9
2464,Crime.Drama.Mystery.Thriller,The Salton Sea ,7.2
2465,Music,Metallica Through the Never ,7.2
2466,Crime.Drama.Thriller,The Informers ,5.1
2467,Biography.Crime.Drama.Thriller,Carlos             ,7.7
2468,Thriller,I Come with the Rain ,5.5
2469,Action.Drama.History.Romance.War.Western,One Man's Hero ,6.2
2470,Horror,Day of the Dead ,7.2
2471,Action.Crime.Drama.Thriller,I Am Wrath ,5.2
2472,Action.Animation.Sci-Fi.Thriller,Renaissance ,6.7
2473,Drama.Western,Forsaken ,6.3
2474,Action.Adventure.Fantasy,Red Sonja ,5
2475,Drama.Horror.Mystery.Thriller,Red Lights ,6.2
2476,Comedy,Superbad ,7.6
2477,Comedy.Crime.Drama,Madea Goes to Jail ,4.1
2478,Action.Horror,Wolves ,5.3
2479,Drama.Music.Musical.Romance,Step Up 2: The Streets ,6.2
2480,Action.Animation.Comedy.Crime.Family,Hoodwinked! ,6.5
2481,Drama.History.War,Hotel Rwanda ,8.1
2482,Action.Crime.Drama.Thriller,Hitman ,6.3
2483,Drama.Family.Music.Musical,Black Nativity ,4.4
2484,Action.Thriller,The Prince ,4.6
2485,Crime.Drama.Thriller,City of Ghosts ,6
2486,Fantasy.Horror.Thriller,The Others ,7.6
2487,Action.Adventure.Sci-Fi,Aliens ,8.4
2488,Drama.Family.Musical.Romance,My Fair Lady ,7.9
2489,Horror.Mystery.Thriller,I Know What You Did Last Summer ,5.6
2490,Comedy,Let's Be Cops ,6.5
2491,Adventure.Comedy.Drama.Romance,Sideways ,7.5
2492,Comedy,Beerfest ,6.3
2493,Horror.Thriller,Halloween ,7.9
2494,Action.Adventure.History,Hero ,7.9
2495,Comedy.Drama.Family.Fantasy.Sci-Fi,Good Boy! ,5.1
2496,Comedy.Drama,The Best Man Holiday ,6.7
2497,Action.Crime.Drama.Thriller,Smokin' Aces ,6.7
2498,Horror.Mystery,Saw 3D: The Final Chapter ,5.6
2499,Comedy.Romance,40 Days and 40 Nights ,5.6
2500,Action.Adventure.Sci-Fi,TRON: Legacy ,6.8
2501,Comedy.Music.Romance,A Night at the Roxbury ,6.2
2502,Drama.Fantasy.Romance,Beastly ,5.6
2503,Horror,The Hills Have Eyes ,6.4
2504,Comedy,Dickie Roberts: Former Child Star ,5.6
2505,Biography.Drama.Sport,McFarland USA ,7.4
2506,Comedy,Lottery Ticket ,4.9
2507,Comedy.Crime.Drama.Music.Romance,ATL ,6
2508,Comedy.Music.Romance,Pitch Perfect ,7.2
2509,Comedy.Drama.Romance.Sport,Summer Catch ,4.9
2510,Crime.Drama.Thriller,A Simple Plan ,7.5
2511,Horror.Mystery.Thriller,They ,4.8
2512,Comedy.Romance,Larry the Cable Guy: Health Inspector ,3.1
2513,Adventure.Comedy.Family.Fantasy.Musical,The Adventures of Elmo in Grouchland ,5.8
2514,Crime.Drama.Thriller,Brooklyn's Finest ,6.7
2515,Action.Adventure.Drama.History.War,55 Days at Peking ,6.8
2516,Horror,Evil Dead ,6.5
2517,Comedy.Romance,My Life in Ruins ,5.9
2518,Comedy.Music,American Dreamz ,5.5
2519,Action.Adventure.Family.Sci-Fi,Superman IV: The Quest for Peace ,3.6
2520,Drama,How She Move ,3.3
2521,Action.Crime.Drama.Thriller,Running Scared ,7.4
2522,Biography.Drama.Romance.Sport,Bobby Jones: Stroke of Genius ,6.7
2523,Adventure.Crime.Drama.Romance,Shanghai Surprise ,3
2524,Drama.Mystery.Romance.Thriller,The Illusionist ,7.6
2525,Adventure.Horror.Thriller,Roar ,6.4
2526,Biography.Crime.Drama.Thriller,Veronica Guerin ,6.9
2527,Crime.Drama.Romance.Thriller,Escobar: Paradise Lost ,6.6
2528,Comedy.Mystery.Sci-Fi.Thriller,Southland Tales ,5.5
2529,Adventure.Animation.Family.Fantasy,Dragon Hunters ,6.6
2530,Sci-Fi,Damnation Alley ,5.2
2531,Horror.Thriller,The Apparition ,4.1
2532,Comedy.Drama.Family.Romance,My Girl ,6.8
2533,Biography.Drama.Romance,Fur: An Imaginary Portrait of Diane Arbus ,6.5
2534,Drama.Mystery.Romance.Thriller,The Illusionist ,7.6
2535,Crime.Drama,Wall Street ,7.4
2536,Drama.Romance,Sense and Sensibility ,7.7
2537,Biography.Drama.Romance,Becoming Jane ,7.1
2538,Comedy.Romance,Sydney White ,6.3
2539,Drama,House of Sand and Fog ,7.6
2540,Comedy.Drama,Dead Poets Society ,8
2541,Comedy,Dumb & Dumber ,7.3
2542,Comedy.Drama.Romance,When Harry Met Sally... ,7.6
2543,Drama,The Verdict ,7.8
2544,Comedy,Road Trip ,6.5
2545,Comedy.Drama.Romance.Sport,Varsity Blues ,6.4
2546,Comedy.Drama.Romance,The Artist ,8
2547,Drama.Fantasy.Horror.Mystery.Thriller,The Unborn ,4.8
2548,Adventure.Comedy.Drama.Romance,Moonrise Kingdom ,7.8
2549,Horror,The Texas Chainsaw Massacre: The Beginning ,5.9
2550,Drama,The Young Messiah ,5.4
2551,Comedy.Family,The Master of Disguise ,3.3
2552,Drama.Fantasy.War,Pan's Labyrinth ,8.2
2553,Drama.Fantasy.Mystery.Thriller,The Messengers             ,6.6
2554,Action.Comedy.Crime.Family,See Spot Run ,5.4
2555,Crime.Drama.Romance.Thriller,Baby Boy ,6.4
2556,Drama.Horror.Thriller,The Roommate ,4.8
2557,Adventure.Comedy.Drama,Joe Dirt ,5.9
2558,Action.Crime,Double Impact ,5.5
2559,Action.Comedy.Mystery,Hot Fuzz ,7.9
2560,Comedy.Drama,The Women ,4.9
2561,Drama.Romance,Vicky Cristina Barcelona ,7.2
2562,Action.Adventure.Drama.Romance.War,Arn: The Knight Templar ,6.6
2563,Comedy,Bad Moms ,6.7
2564,Comedy.Drama.Romance,Boys and Girls ,5.3
2565,Drama,White Oleander ,7.2
2566,Comedy.Fantasy.Horror,Jennifer's Body ,5.1
2567,Comedy.Crime.Mystery,Drowning Mona ,5.6
2568,Comedy,Radio Days ,7.6
2569,Action.Drama.Fantasy.Mystery.Thriller,Left Behind ,3.1
2570,Drama.Romance,Remember Me ,7.2
2571,Comedy.Drama.Romance,How to Deal ,5.7
2572,Comedy.Romance.Sci-Fi,My Stepmother Is an Alien ,5.2
2573,Drama,Philadelphia ,7.7
2574,Mystery.Sci-Fi.Thriller,The Thirteenth Floor ,7
2575,Comedy,The Cookout ,3.6
2576,Action.Drama.Sci-Fi.Thriller,Meteor ,4.9
2577,Comedy.Drama.Music,Duets ,6
2578,Comedy.Romance,Hollywood Ending ,6.6
2579,Comedy.Music,Detroit Rock City ,6.8
2580,Action.Adventure.Fantasy,Highlander ,7.2
2581,Drama,Things We Lost in the Fire ,7.2
2582,Action.Crime.Sci-Fi,Steel ,2.8
2583,Drama.Romance,The Immigrant ,6.6
2584,Drama.History.Romance.War,The White Countess ,6.7
2585,Crime.Drama.Mystery.Thriller,Trance ,7
2586,Comedy,Soul Plane ,4.4
2587,Comedy.Romance,Welcome to the Sticks ,7.1
2588,Drama.Romance.War,Good ,6.2
2589,Drama.Fantasy,Enter the Void ,7.3
2590,Comedy.Horror.Romance,Vamps ,5.1
2591,Drama.Family,Hachi: A Dog's Tale ,8.1
2592,Crime.Drama.Thriller,Zulu ,6.7
2593,Drama.Western,The Homesman ,6.6
2594,Comedy.Drama.Romance.Sport,Juwanna Mann ,4.5
2595,Comedy.Crime.Drama,Lilyhammer             ,8.1
2596,Drama.War,Ararat ,6.6
2597,Drama.Sport,Madison ,6.5
2598,Drama.Mystery.Thriller,Slow Burn ,5.9
2599,Action.Comedy.Crime.Drama.Thriller,Wasabi ,6.6
2600,Comedy.Horror.Sci-Fi,Slither ,6.5
2601,Action.Comedy.Crime,Beverly Hills Cop ,7.3
2602,Comedy.Family,Home Alone ,7.5
2603,Comedy.Drama.Family,3 Men and a Baby ,5.9
2604,Comedy.Drama.Romance,Tootsie ,7.4
2605,Action.Drama.Romance,Top Gun ,6.9
2606,Action.Drama.Romance,Crouching Tiger Hidden Dragon ,7.9
2607,Drama,American Beauty ,8.4
2608,Biography.Drama.History.Romance,The King's Speech ,8
2609,Comedy.Crime,Twins ,6
2610,Crime.Drama.Horror.Mystery.Thriller,Scream: The TV Series             ,7.3
2611,Drama.Romance,The Yellow Handkerchief ,6.8
2612,Drama,The Color Purple ,7.8
2613,Action.Comedy.Drama.Thriller,Tidal Wave ,5.7
2614,Adventure.Drama.History,Ben-Hur ,6.1
2615,Biography.Drama.Thriller.War,The Imitation Game ,8.1
2616,Comedy.War,Private Benjamin ,6.1
2617,Biography.Drama.Music.Musical,Coal Miner's Daughter ,7.5
2618,Comedy.Family,Diary of a Wimpy Kid ,6.2
2619,Fantasy.Horror,Mama ,6.2
2620,Horror.Thriller,Halloween ,7.9
2621,Adventure.Comedy,National Lampoon's Vacation ,7.4
2622,Comedy,Bad Grandpa ,6.6
2623,Biography.Drama,The Queen ,7.3
2624,Comedy.Fantasy,Beetlejuice ,7.5
2625,Comedy.Drama,Why Did I Get Married? ,5.6
2626,Drama.Family.Romance,Little Women ,7.3
2627,Drama.Fantasy.Horror.Thriller,The Woman in Black ,6.4
2628,Horror.Thriller,When a Stranger Calls ,5
2629,Adventure.Comedy.Family,Big Fat Liar ,5.4
2630,Drama.War,The Deer Hunter ,8.2
2631,Comedy.Drama,Wag the Dog ,7.1
2632,Adventure.Comedy.Family.Music.Romance,The Lizzie McGuire Movie ,5.3
2633,Action.Drama.Thriller,Snitch ,6.5
2634,Comedy.Fantasy.Horror,Krampus ,6.2
2635,Horror.Mystery.Sci-Fi,The Faculty ,6.4
2636,Biography.Drama.Music,What's Love Got to Do with It ,7.2
2637,Crime.Drama.Thriller,Cop Land ,6.9
2638,Comedy,Not Another Teen Movie ,5.7
2639,Crime.Drama.Thriller,End of Watch ,7.7
2640,Comedy.Drama.Romance,Aloha ,5.4
2641,Action.Crime.Drama.Thriller,The Skulls ,5.6
2642,Biography.Drama.Romance,The Theory of Everything ,7.7
2643,Comedy.Crime,Malibu's Most Wanted ,5.1
2644,Comedy.Drama.Romance,Where the Heart Is ,6.8
2645,Adventure.Biography.Drama.History.War,Lawrence of Arabia ,8.4
2646,Horror,Halloween II ,4.9
2647,Adventure.Biography.Drama,Wild ,7.1
2648,Crime.Horror.Thriller,The Last House on the Left ,6.6
2649,Comedy.Romance,The Wedding Date ,6.1
2650,Comedy.Horror.Thriller,Halloween: Resurrection ,4.1
2651,Action.Adventure.Fantasy,Clash of the Titans ,5.8
2652,Adventure.Family.Fantasy.Romance,The Princess Bride ,8.1
2653,Biography.Drama,The Great Debaters ,7.6
2654,Crime.Drama,Drive ,7.8
2655,Comedy.Family.Music.Romance,Confessions of a Teenage Drama Queen ,4.6
2656,Comedy.Drama.Romance,The Object of My Affection ,6
2657,Drama.Horror.Sci-Fi,28 Weeks Later ,7
2658,Drama.Family.Sport,When the Game Stands Tall ,6.7
2659,Comedy.Drama.Family,Because of Winn-Dixie ,6.4
2660,Drama.Romance.Sport,Love & Basketball ,7.2
2661,Action.Comedy.Crime.Romance.Thriller,Grosse Pointe Blank ,7.4
2662,Comedy.Romance,All About Steve ,4.8
2663,Adventure.Fantasy.Horror.Mystery.Thriller,Book of Shadows: Blair Witch 2 ,4
2664,Drama.Fantasy.Horror.Thriller,The Craft ,6.2
2665,Drama.Romance.Thriller,Match Point ,7.7
2666,Adventure.Comedy.Family.Fantasy,Ramona and Beezus ,6.7
2667,Drama.Romance,The Remains of the Day ,7.9
2668,Drama,Boogie Nights ,7.9
2669,Action.Crime.Drama.Romance.Thriller,Nowhere to Run ,5.5
2670,Adventure.Drama.Family,Flicka ,6.2
2671,Horror,The Hills Have Eyes II ,5.1
2672,Horror.Mystery.Thriller,Urban Legends: Final Cut ,4.1
2673,Drama.Family.Fantasy.Romance,Tuck Everlasting ,6.7
2674,Action.Drama.Thriller,The Marine ,4.7
2675,Action.Comedy,Keanu ,6.4
2676,Drama.Music,Country Strong ,6.3
2677,Horror.Mystery.Sci-Fi.Thriller,Disturbing Behavior ,5.5
2678,Crime.Drama.Thriller,The Place Beyond the Pines ,7.3
2679,Action.Crime.Thriller,The November Man ,6.3
2680,Drama.Mystery.Thriller,Eye of the Beholder ,4.9
2681,Drama.History.Thriller.War,The Hurt Locker ,7.6
2682,Action.Horror.Sci-Fi.Thriller,Firestarter ,6
2683,Crime.Thriller,Killing Them Softly ,6.2
2684,Crime.Drama.Thriller,A Most Wanted Man ,6.8
2685,Comedy,Freddy Got Fingered ,4.5
2686,Adventure.Animation.Comedy.Family,The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7
2687,Documentary.Music,U2 3D ,8.4
2688,Action.Adventure.Fantasy.Sci-Fi,Highlander: Endgame ,4.6
2689,Crime.Drama.Musical.Romance,Idlewild ,6.2
2690,Drama.Romance,One Day ,7
2691,Drama.Sport,Whip It ,6.9
2692,Crime.Drama.Thriller,Knockaround Guys ,6.1
2693,Crime.Thriller,Confidence ,6.7
2694,Comedy,The Muse ,5.6
2695,Biography.Drama.Music.Musical,De-Lovely ,6.6
2696,Comedy.Drama.Romance,New York Stories ,6.4
2697,Adventure.Family,Barney's Great Adventure ,2.8
2698,Action,The Man with the Iron Fists ,5.4
2699,Comedy.Drama.Romance,Home Fries ,5
2700,Drama.Romance,Here on Earth ,5.1
2701,Drama.Sci-Fi,Brazil ,8
2702,Family.Music.Romance,Raise Your Voice ,5.9
2703,Drama.Fantasy.Mystery.Sci-Fi,The Dead Zone             ,7.5
2704,Comedy.Crime,The Big Lebowski ,8.2
2705,Drama.Music,Black Snake Moan ,7
2706,Crime.Drama.Romance.Thriller,Dark Blue ,6.6
2707,Biography.Drama.History.Thriller.War,A Mighty Heart ,6.7
2708,Comedy.Drama.Romance,Whatever It Takes ,5.5
2709,Comedy,Boat Trip ,4.9
2710,Comedy.Drama.Romance,The Importance of Being Earnest ,6.9
2711,Fantasy.Romance,The Love Letter ,7.4
2712,Adventure.Comedy.Family,Hoot ,5.6
2713,Comedy.Crime.Drama,In Bruges ,8
2714,Comedy.Romance,Peeples ,5.3
2715,Comedy.Music,The Rocker ,6.2
2716,Comedy.Romance,Post Grad ,5.3
2717,Drama,Promised Land ,6.6
2718,Comedy.Romance,Whatever Works ,7.2
2719,Drama.Mystery.Thriller,The In Crowd ,4.6
2720,Adventure.Crime.Drama.Mystery.Western,Three Burials ,7.5
2721,Drama.War,Jakob the Liar ,6.5
2722,Comedy.Crime.Mystery,Kiss Kiss Bang Bang ,7.6
2723,Comedy.Fantasy.Horror.Thriller,Idle Hands ,6.2
2724,Drama.Mystery.Thriller,Mulholland Drive ,8
2725,Drama.Fantasy.Horror.Romance,Blood and Chocolate ,5.5
2726,Comedy.Drama.Romance,You Will Meet a Tall Dark Stranger ,6.3
2727,Drama.Romance.Sci-Fi,Never Let Me Go ,7.2
2728,Drama.History.Thriller,The Company             ,7.9
2729,Crime.Drama.Mystery.Thriller,Transsiberian ,6.7
2730,Adventure.Drama.Fantasy,The Clan of the Cave Bear ,5.3
2731,Comedy.Crime.Drama,Crazy in Alabama ,6.3
2732,Crime.Drama.Horror.Thriller,Funny Games ,6.5
2733,Drama.Sci-Fi.Thriller,Listening ,5.6
2734,Drama.Thriller,Felicia's Journey ,7
2735,Drama.Sci-Fi,Metropolis ,8.3
2736,Action.Crime.Thriller,District B13 ,7.2
2737,Crime.Drama,Things to Do in Denver When You're Dead ,6.8
2738,Action.Drama,The Assassin ,6.4
2739,Comedy.Crime.Drama.Thriller.War,Buffalo Soldiers ,6.9
2740,Drama.Mystery.Thriller,The Return ,8
2741,Action,Ong-bak 2 ,6.2
2742,Action.Adventure.Drama.History.Thriller.War,Centurion ,6.4
2743,Action.Drama.Thriller,Silent Trigger ,5.6
2744,Fantasy.Horror.Mystery,The Midnight Meat Train ,6.1
2745,Biography.Drama.History,Winnie Mandela ,6
2746,Crime.Drama.Thriller,The Son of No One ,5.1
2747,Action.Comedy.Drama.War,All the Queen's Men ,4.5
2748,Comedy.Drama.Fantasy.Music.Romance,The Good Night ,5.9
2749,Biography.Drama.Fantasy.History,Bathory: Countess of Blood ,6
2750,Adventure.Animation.Family,Khumba ,5.8
2751,Action.Sci-Fi.Thriller,Automata ,6.1
2752,Action.Adventure.Fantasy,Dungeons & Dragons: Wrath of the Dragon God ,4.9
2753,Biography,Chiamatemi Francesco - Il Papa della gente ,5.7
2754,Action.Crime.Drama.Thriller,Shinjuku Incident ,7.1
2755,Biography.Drama,Pandaemonium ,6.6
2756,Comedy.Fantasy.Romance,Groundhog Day ,8.1
2757,Comedy.Drama.Music,Magic Mike XXL ,5.7
2758,Drama.Romance,Romeo + Juliet ,6.8
2759,Drama.War,Sarah's Key ,7.5
2760,Drama.Family.Music,Freedom ,6.2
2761,Drama.Western,Unforgiven ,8.3
2762,Drama,Manderlay ,7.4
2763,Drama.Romance,Slumdog Millionaire ,8
2764,Drama.Romance.Thriller,Fatal Attraction ,6.9
2765,Comedy.Romance,Pretty Woman ,6.9
2766,Comedy,Towering Inferno             ,9.5
2767,Action.Adventure.Comedy,Crocodile Dundee II ,5.5
2768,Action.Crime.Drama.Mystery.Thriller,Broken Horses ,5.7
2769,Biography.Drama.War,Born on the Fourth of July ,7.2
2770,Adventure.Comedy.Family.Sport,Cool Runnings ,6.9
2771,Horror.Thriller,My Bloody Valentine ,5.5
2772,Horror.Thriller,The Possession ,5.9
2773,Action.Adventure.Drama,First Blood ,7.7
2774,Drama.Music.Romance,Stomp the Yard ,5.2
2775,Action.Adventure.Sci-Fi.Thriller,The Spy Who Loved Me ,7.1
2776,Documentary,Ghost Hunters             ,6.6
2777,Horror.Mystery.Thriller,Urban Legend ,5.5
2778,Drama.Romance,Dangerous Liaisons ,7.7
2779,Comedy.Drama.Romance,Good Deeds ,5.4
2780,Adventure.Drama,White Fang ,6.7
2781,Comedy.Romance,Superstar ,5
2782,Biography.Drama.History,The Iron Lady ,6.4
2783,Adventure.Animation.Comedy.Drama.Family.Musical,Jonah: A VeggieTales Movie ,6.6
2784,Drama.Romance,Poetic Justice ,5.9
2785,Action.Comedy.Crime.Thriller,All About the Benjamins ,5.7
2786,Comedy.Fantasy.Horror.Romance,Vampire in Brooklyn ,4.5
2787,Horror,Exorcist II: The Heretic ,3.7
2788,Horror.Mystery.Thriller,An American Haunting ,5
2789,Comedy.Romance,My Boss's Daughter ,4.6
2790,Adventure.Mystery.Thriller,A Perfect Getaway ,6.5
2791,Comedy.Romance,Our Family Wedding ,4.9
2792,Comedy,Dead Man on Campus ,6
2793,Comedy.Drama.War,Tea with Mussolini ,6.9
2794,Fantasy.Horror,Thinner ,5.7
2795,Drama.Music.Musical.Romance,New York New York ,6.7
2796,Comedy.Drama,Crooklyn ,6.9
2797,Comedy.Drama.Romance,I Think I Love My Wife ,5.5
2798,Action.Horror.Sci-Fi.Thriller,Jason X ,4.4
2799,Adventure.Comedy.Family,Big Fat Liar ,5.4
2800,Drama.History,Bobby ,7
2801,Comedy.Mystery.Romance,Head Over Heels ,5.4
2802,Adventure.Comedy,Fun Size ,5.4
2803,Biography.Drama,The Diving Bell and the Butterfly ,8
2804,Drama.Romance,Little Children ,7.6
2805,Drama.Mystery.Thriller,Gossip ,5.9
2806,Drama,A Walk on the Moon ,6.6
2807,Biography.Drama.History,Catch a Fire ,6.7
2808,Drama.Horror.Mystery.Thriller,Soul Survivors ,3.9
2809,Biography.Drama.History.Romance,Jefferson in Paris ,5.7
2810,Comedy.Romance,Easy Virtue ,6.7
2811,Action.Adventure.History,Caravans ,6.5
2812,Biography.Drama.History,Mr. Turner ,6.8
2813,Drama.Romance,Wild Grass ,6.3
2814,Biography.Crime.Drama.War,Amen. ,7.3
2815,Action,Reign of Assassins ,6.9
2816,Comedy.Drama.War,The Lucky Ones ,7
2817,Drama,Margaret ,6.5
2818,Comedy.Horror,Stan Helsing ,3.6
2819,Comedy.Drama.Romance,Flipped ,7.7
2820,Drama.Romance,Brokeback Mountain ,7.7
2821,Action.Adventure.Comedy.Sci-Fi,Teenage Mutant Ninja Turtles ,5.9
2822,Comedy.Romance,Clueless ,6.8
2823,Drama.Romance,Far from Heaven ,7.4
2824,Comedy.Sci-Fi,Hot Tub Time Machine 2 ,5.1
2825,Drama,Dekalog             ,9.1
2826,Biography.Drama,Quills ,7.4
2827,Comedy.Crime,Seven Psychopaths ,7.2
2828,Crime.Drama.Music.Mystery.Thriller,The Caveman's Valentine ,6
2829,Action.Crime.Drama.Thriller,The Border             ,7.4
2830,Biography.Drama.History.War,Downfall ,8.3
2831,Biography.Drama.Romance,The Sea Inside ,8.1
2832,Drama.Horror.Sci-Fi.Thriller,Under the Skin ,6.3
2833,Biography.Comedy.Drama.War,Good Morning Vietnam ,7.3
2834,Comedy,The Last Godfather ,3.6
2835,Documentary.Music,Justin Bieber: Never Say Never ,1.6
2836,Drama.Thriller,Black Swan ,8
2837,Action.Crime.Sci-Fi.Thriller,RoboCop ,6.2
2838,Crime.Drama,The Godfather: Part II ,9
2839,Drama.Music.Romance,Save the Last Dance ,6.1
2840,Fantasy.Horror.Thriller,A Nightmare on Elm Street 4: The Dream Master ,5.7
2841,Drama,Miracles from Heaven ,6.8
2842,Comedy.Mystery,Dude Where's My Car? ,5.5
2843,Action.Crime.Drama.Thriller.Western,Young Guns ,6.8
2844,Comedy.Drama,St. Vincent ,7.3
2845,Comedy.Romance,About Last Night ,6.1
2846,Comedy.Drama.Romance,10 Things I Hate About You ,7.2
2847,Comedy,The New Guy ,5.9
2848,Action.Comedy.Crime,Loaded Weapon 1 ,6.1
2849,Drama.Horror.Thriller,The Shallows ,6.8
2850,Sci-Fi.Thriller,The Butterfly Effect ,7.7
2851,Adventure.Comedy.Family,Snow Day ,4.9
2852,Comedy.Drama.Romance,This Christmas ,6.1
2853,Comedy.Crime.Family.Sci-Fi,Baby Geniuses ,2.5
2854,Action.Comedy.Crime.Thriller,The Big Hit ,6.1
2855,Comedy.Drama.Family,Harriet the Spy ,5.9
2856,Fantasy.Horror,Child's Play 2 ,5.7
2857,Crime.Thriller,No Good Deed ,5.6
2858,Horror,The Mist ,7.2
2859,Drama.Mystery.Sci-Fi.Thriller,Ex Machina ,7.7
2860,Comedy.Drama.Fantasy,Being John Malkovich ,7.8
2861,Comedy.Romance,Two Can Play That Game ,6.1
2862,Adventure.Family.Sci-Fi,Earth to Echo ,5.8
2863,Drama.Romance,Crazy/Beautiful ,6.5
2864,Drama.History.War,Letters from Iwo Jima ,7.9
2865,Adventure.Drama.Sci-Fi,The Astronaut Farmer ,6.3
2866,Comedy.Romance,Woo ,3.8
2867,Drama,Room ,8.3
2868,Comedy,Dirty Work ,6.4
2869,Comedy.Crime.Thriller,Serial Mom ,6.7
2870,Comedy,Dick ,6.1
2871,Action.Crime.Mystery.Thriller,Del 1 - Män som hatar kvinnor             ,8.1
2872,Drama.Thriller,Light It Up ,6
2873,Drama.Music,54 ,5.8
2874,Adventure.Comedy.Romance.Sci-Fi,Bubble Boy ,5.6
2875,Comedy.Crime.Thriller,Birthday Girl ,6.1
2876,Comedy,21 & Over ,5.9
2877,Comedy.Drama.Romance,Paris je t'aime ,7.3
2878,Drama.Sport,Resurrecting the Champ ,6.8
2879,Comedy.Drama.Romance,Admission ,5.7
2880,Drama.Romance,The Widow of Saint-Pierre ,7.3
2881,Drama.Mystery.Romance.Thriller,Chloe ,6.3
2882,Comedy.Crime.Drama,Faithful ,5.9
2883,Drama.Thriller,Brothers ,7.1
2884,Biography.Comedy.Crime.Drama,Find Me Guilty ,7.1
2885,Drama.Romance,The Perks of Being a Wallflower ,8
2886,Action,Excessive Force ,5.1
2887,Biography.Crime.Drama,Infamous ,7.1
2888,Drama.Romance.Western,The Claim ,6.5
2889,Horror.Thriller,The Vatican Tapes ,4.5
2890,Action.Comedy.Sci-Fi.Thriller,Attack the Block ,6.6
2891,Drama.Romance.War,In the Land of Blood and Honey ,4.3
2892,Crime.Thriller,The Call ,6.7
2893,Action.Drama.History.War,Operation Chromite ,6.8
2894,Action.Adventure.Comedy.Family,The Crocodile Hunter: Collision Course ,5.4
2895,Biography.Comedy.Crime.Drama.Romance,I Love You Phillip Morris ,6.6
2896,Adventure.Drama.History,Quest for Fire ,7.4
2897,Biography.Drama,Antwone Fisher ,7.3
2898,Drama,The Emperor's Club ,6.9
2899,Action.Crime.Drama.Romance.Thriller,True Romance ,8
2900,Drama.Romance.Sci-Fi,Womb ,6.4
2901,Crime.Drama.Mystery,Glengarry Glen Ross ,7.8
2902,Crime.Drama.Thriller,The Killer Inside Me ,6.1
2903,Fantasy.Horror.Thriller,Cat People ,6.1
2904,Horror.Mystery,Sorority Row ,5.1
2905,Adventure.Drama.Romance,The Prisoner of Zenda ,7.8
2906,Comedy.Drama.Romance,Lars and the Real Girl ,7.4
2907,Drama.War,The Boy in the Striped Pajamas ,7.8
2908,Crime.Drama.Musical,Dancer in the Dark ,8
2909,Drama.Romance,Oscar and Lucinda ,6.7
2910,Crime.Drama,The Funeral ,6.6
2911,Comedy.Drama.Romance,Solitary Man ,6.4
2912,Action.Crime.Thriller,Machete ,6.7
2913,Biography.Comedy.Crime.Drama,Casino Jack ,6.2
2914,Adventure.Animation.Family,The Land Before Time ,7.3
2915,Action.Drama.War,Tae Guk Gi: The Brotherhood of War ,8.1
2916,Comedy.Drama.Family.Sport,The Perfect Game ,7
2917,Horror,The Exorcist ,8
2918,Adventure.Drama.Thriller,Jaws ,8
2919,Comedy,American Pie ,7
2920,Animation.Comedy.Crime.Drama.Family,Ernest & Celestine ,7.9
2921,Action.Adventure.Comedy.Fantasy.Mystery,The Golden Child ,5.9
2922,Comedy.Romance,Think Like a Man ,6.6
2923,Comedy.Drama,Barbershop ,6.3
2924,Action.Adventure.Sci-Fi,Star Trek II: The Wrath of Khan ,7.7
2925,Comedy,Ace Ventura: Pet Detective ,6.9
2926,Sci-Fi.Thriller,WarGames ,7.1
2927,Crime.Drama.Romance.Thriller,Witness ,7.4
2928,Action.Adventure.Drama.Thriller.War,Act of Valor ,6.5
2929,Crime.Drama.Music.Romance,Step Up ,6.5
2930,Adventure.Animation.Comedy.Crime,Beavis and Butt-Head Do America ,6.8
2931,Crime.Thriller,Jackie Brown ,7.5
2932,Adventure.Comedy,Harold & Kumar Escape from Guantanamo Bay ,6.6
2933,Drama.Sci-Fi.Thriller,Chronicle ,7.1
2934,Drama.Musical.Romance,Yentl ,6.6
2935,Adventure.Comedy.Fantasy.Sci-Fi,Time Bandits ,7
2936,Comedy.Drama,Crossroads ,3.3
2937,Comedy.Crime,Project X ,6.7
2938,Biography.Drama.War,Patton ,8
2939,Drama.Thriller,One Hour Photo ,6.8
2940,Horror.Sci-Fi.Thriller,Quarantine ,6
2941,Horror.Mystery,The Eye ,5.4
2942,Comedy,Johnson Family Vacation ,4.3
2943,Comedy.Fantasy,How High ,6.2
2944,Comedy.Drama.Family.Fantasy.Musical,The Muppet Christmas Carol ,7.7
2945,Action.Adventure.Thriller,Casino Royale ,8
2946,Biography.Drama.Romance,Frida ,7.4
2947,Documentary.Music,Katy Perry: Part of Me ,5.9
2948,Drama.Romance,The Fault in Our Stars ,7.8
2949,Crime.Drama,Rounders ,7.4
2950,Comedy.Romance,Top Five ,6.5
